code,name,sourceCategory,reason,sourceUrl
9653,Hydrocyclin 10mg/g+30mg/g mast 20g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9666,Jekoderm mast 25g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9659,Pantenol 5% krem 30g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9032,Pantenol 5% mast 30g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9033,Pantenol rastvor 100ml,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9649,Heplapan krem 300 i.j./g 40g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
2113,Gingival gel 15g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1070,Diklofen gel 1% 10mg/g 50g,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9667,Spalmotil 5mg/ml 10ml,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9860,Dexamethason-Neomycin 0.1%+0.35% sol (Galenika),Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9812,Rivarox 10mgx10 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9811,Rivarox 15mgx28 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9810,Rivarox 20mgx28 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9028,Dovicin 100mg 5 kapsula,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9675,Ksalol 1mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9676,Ksalol 0.5mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9677,Ksalol 0.25mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9678,Bensedin 10mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9815,Bensedin 5mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9814,Bensedin 2mg 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9663,Spironolakton 25mg 40 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9859,Spironolakton 100mg tab A30 (Galenika),Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9670,Katopil 25mg 40 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9029,Katopil 50mg 40 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9713,Diklofen 100mg x 20 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9025,Chymoral 30 gastrorezistente,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9744,Digestal  20 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9813,Defrinol forte 60mg+400mg 10 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9656,Pantenol + vitamin C 20 oriblete,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9031,Oligovit 20 complex 30 tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9828,"Oligovit Mg direct B1,B6,K2,D3 14 kesica",Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5244,Oligovit mg direct B1+B6 20kesica,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
2117,Bactrim 400mg+80mg X 20tab,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
2112,Beviplex B complex 30 tableta,Galenika,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1682,Panklav 500/125mg 20 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1681,Panklav 2x875+125mg 14 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1566,Cornelin 10mg x 28 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1581,Diazepam 2mg 30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1683,Panklav forte syrup 250mg/5ml+62.5mg,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1684,Panklav syrup 400mg/5ml+57mg/70ml,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1618,Hemomycin syrup 100mg/5ml,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1615,Hemomycin azitromicin syrup 200mg/5ml/200ml,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1658,Methylergometrin 0.25mg/ml pika 10ml,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1698,Presolol metoprolol 100mg/30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1565,Cornelin 20mgx28 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1576,Demetrin  10mg/20 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1649,Lorazepam HF 2.5mg/20 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1541,Bromazepam HF 1.5mg/30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1540,Bromazepam HF 6mg/20 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1585,Diklofenak 100mg/20 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1539,Bromazepam HF 3mg/30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1617,Hemomycin 3x500mg,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1759,Xepar 10mg/30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1692,Pepticaid 40mgx14tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1769,Lorazepam HF 1mgx30 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1722,Sinedol gel 500i.j/g + 500mg/g + 25mg/g 40g,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1620,Hepathrombin gel 40g 500,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1622,Hepathrombin krem 40g 300,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1619,Hepathrombin gel 300 40g,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1623,Hepathrombin H mast 20g,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1624,Hepathrombin H 10 supp,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1765,Bisolvon 8mg 50 tab,HEMOFARM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1775,Fordiab filn tab 56 X 50mg + 1000mg,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1747,Valsavil 160mg 30 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1746,Valsavil trio 10/160/12.5mg x 28 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1660,Moxistad 400mg/10tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1676,Ormus esomeprazole 28x40mg,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1511,Areta 10mgx30 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1668,Nebivolol 5mg x 30 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1569,Credinal 250mg/ 25mg x 50 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1777,Omelia Film 20/5/12.5 28tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1574,Cyclovax 400mg 10 tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1598,Esoxx One 20x10ml,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1543,Buscopan druge 20x10mg,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1591,Dulcolax 20x5mg tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1590,Dulcolax 10mg 6 supp,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1638,St'John's wort kantarion A7,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5292,Omelia 40mg/10mg/12.5mg 28tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5291,Omelia 40mg/5mg/12.5mg 28tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5293,Peptix esomeprazole 40mg X A10 amp,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5295,Water for injections ph.eur 50X10ml amp,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5289,Ibandronsaure stada 150mg X 1tab,STADA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1596,Erythromicin (pluhur per suspenzion oral) 250/5ml,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1508,Amoxicilin 500mgx16 caps,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1597,Erythromicin 500mgx20 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1575,Cyclovax 200mgxtab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1557,Clomifiene 50mgx10 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1502,Acetazolamide 250x30 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1583,Diclofenac retard 100mgx20 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1628,Ibuprofen 400mg 20 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1657,Methyldopa 30x250mg,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1589,Doxycycline 10x100mg,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1605,Furosemide 20x40 mg,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1507,Aspirem 75mg x 56 tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5288,Methotrexate 2.5mg X 100tab,REMEDICA,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9872,Tanflex Fort Oral Spray 30ml,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9874,Tanflex 0.15% Oral Spray 30ml,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9884,Tanflex Gargle 0.15% 120ml,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9876,Barca SR 600mg X 10tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9875,Brequal 50mcg / 500mcg 60 caps,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9991,Rivoksar 10mg x 10 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9892,Rivoksar 15MG X 28 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9878,Rivoksar 20mg X 28tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9881,Vasoserc Bid 24mg X 30 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9999,Vasoserc 16mg X 30tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9889,Citoles 20MG X 28 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9880,Citoles 10mg X 28tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9886,Apranax Plus 20 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9891,Demax 10MG X 30 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9879,Epixx 500mg x 50tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9877,Fixdual 5mg / 10mg X 30tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9988,Protonex 40mg X 28tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9996,Tarden 20mg,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9998,Tyoflex 8mg X 14 caps,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9642,Oki 80mg 30 bustine,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9645,Okitask 40mg 10 bustine,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7618,Tylolhot 12 kesica,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9646,Sintredius 1.0mg/ml soluzione orale,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
4207,Rhinostop 10 tab,ABDIIBRAHIM,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7637,PANTAP 40MG X 14 TAB ( NOBEL ),Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7626,Funit itrakonazol 100mgx4 caps,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7625,Funit itraconazol 100mgx15 caps,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7627,Etodin fort 400mg 14 tab,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7639,AZAX 500MG X 3 TAB ( NOBEL ),Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7621,Deksalgin 50mg/2ml IM/IV 6 amp x 2ml,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7622,Deksalgin 25mg 20 tab,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1110,Nimesulid 100mg A10 tab,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9061,Laciks 40mg 10 tab,Nobel,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1764,Aminophylline amp 250mgx10ml A10,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1646,Lemod- solu metiprednizolon 40mg amp 15+15,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1776,Lemod-Solu 20mg inj.15+15,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1753,Veracol cetriaxone IV amp 1g,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1773,Evaton (B-Complex) amp 10 x 2ml,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9681,Vitamin C amp 500mg/5ml A50,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9657,Testosteron depo 250mg/ml 5 ampx1ml,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9658,OHB12 2500mcg/2ml - 5ampx2ml,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5238,Drenomod solu 40mg/1ml,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
9970,Lidokain-Hlorid 1% 35mg/3.5ml A10 amp,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1774,Omeprazole 20mg X 14 caps,Ampulla,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1002,Coral 30mX14compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1003,Coral 60mgX14compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1010,Rotacef 1G I.M,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1062,Kloroben oral rinse 200ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1063,Kloroben oral spray 30ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1064,Aria-des 2.5mg/5ml syrup 150ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1065,Aria-des 5mgX20 tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1066,Rotacef 1G  I.M/I.V,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1067,Solfesire 10mg X 30 tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1068,Solfesire 5mgX 30 tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1069,Urocare 3GX1 sachet,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1200,Bactigram 250mg/5ml (100ml),Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1204,Bactigram 750mgX6 compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1206,Bactigram 500mgX8 capsule,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1207,Zimacrol 500mg X 3 compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1208,Orcipol 500/500mg X 10 tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1209,Limenda 750/200mg X 7 vag supp,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1210,Kruklar 500mg X 14 compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1211,Floxigen 3mg/ml 10ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1212,Bivoxa 0.5% 5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1213,Pallada 0.1% 5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1214,Apfecto 0.3% 1.7ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1215,Etotac sr 600mg X 10tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1216,Levoximed 0.5% 5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1217,Somnol 7.5mg X 30 tab,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1218,Stadium 400mg X 5 compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1219,Pulmor pediatric syrup 15mg/5ml 150ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1221,Protech 40mgX14 tablets (Pantoprazole),Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1220,Pulmor syrup 30mg/5ml 150ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1222,Rabex 20mg X 14 compresse,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1223,Ibuactive 5% crem 50g,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1224,Tirebrant fort 200mg X 20 tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1225,Benketol 30mg/ml 3 amp,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1226,Benketol 20mg/ml 10ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1227,Oledro hot 12 sachets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1232,Istamex 4mg X 20tab,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
